date,stock_id,buy,name,sell
2024-04-03,3037,0,Investment_Trust,546928
2024-04-03,3037,22000,Dealer_self,108016
2024-04-03,3037,74000,Dealer_Hedging,141200
2024-04-03,3037,3794142,Foreign_Investor,3835244
2024-04-08,3037,0,Foreign_Dealer_Self,0
2024-04-08,3037,1235000,Investment_Trust,2851
2024-04-08,3037,213000,Dealer_self,135000
2024-04-08,3037,650948,Dealer_Hedging,92908
2024-04-08,3037,9713810,Foreign_Investor,7449567
2024-04-09,3037,2671295,Foreign_Investor,5014278
2024-04-09,3037,0,Foreign_Dealer_Self,0
2024-04-09,3037,51000,Investment_Trust,526637
2024-04-09,3037,48000,Dealer_self,335050
2024-04-09,3037,97289,Dealer_Hedging,372953
2024-04-10,3037,2209638,Foreign_Investor,3157546
2024-04-10,3037,0,Foreign_Dealer_Self,0
2024-04-10,3037,61000,Investment_Trust,498464
2024-04-10,3037,68000,Dealer_self,154000
2024-04-10,3037,81291,Dealer_Hedging,62803
2024-04-11,3037,3148818,Foreign_Investor,2669995
2024-04-11,3037,0,Foreign_Dealer_Self,0
2024-04-11,3037,10000,Investment_Trust,119000
2024-04-11,3037,14000,Dealer_self,188000
2024-04-11,3037,78171,Dealer_Hedging,109444
2024-04-12,3037,4443198,Foreign_Investor,3885937
2024-04-12,3037,0,Foreign_Dealer_Self,0
2024-04-12,3037,0,Investment_Trust,209466
2024-04-12,3037,19000,Dealer_self,181000
2024-04-12,3037,157732,Dealer_Hedging,120014
2024-04-15,3037,7139065,Foreign_Investor,11990458
2024-04-15,3037,0,Foreign_Dealer_Self,0
2024-04-15,3037,100000,Investment_Trust,599000
2024-04-15,3037,74000,Dealer_self,279628
2024-04-15,3037,200133,Dealer_Hedging,691567
2024-04-16,3037,0,Foreign_Dealer_Self,0
2024-04-16,3037,28000,Dealer_self,341095
2024-04-16,3037,121769,Dealer_Hedging,493629
2024-04-16,3037,7573641,Foreign_Investor,8536088
2024-04-16,3037,92000,Investment_Trust,321465
2024-04-17,3037,6978109,Foreign_Investor,11339360
2024-04-17,3037,0,Foreign_Dealer_Self,0
2024-04-17,3037,345000,Dealer_self,254411
2024-04-17,3037,284000,Dealer_Hedging,379132
2024-04-17,3037,8000,Investment_Trust,60695
2024-04-18,3037,3831074,Foreign_Investor,4170530
2024-04-18,3037,0,Foreign_Dealer_Self,0
2024-04-18,3037,126000,Investment_Trust,813000
2024-04-18,3037,15000,Dealer_self,94600
2024-04-18,3037,56000,Dealer_Hedging,129747
2024-04-19,3037,10120340,Foreign_Investor,12718306
2024-04-19,3037,0,Foreign_Dealer_Self,0
2024-04-19,3037,175000,Investment_Trust,1521675
2024-04-19,3037,62000,Dealer_self,697490
2024-04-19,3037,187289,Dealer_Hedging,398058
2024-04-22,3037,6278697,Foreign_Investor,5741367
2024-04-22,3037,0,Foreign_Dealer_Self,0
2024-04-22,3037,257000,Investment_Trust,1695000
2024-04-22,3037,195000,Dealer_self,215000
2024-04-22,3037,111482,Dealer_Hedging,116239
2024-04-23,3037,5785471,Foreign_Investor,6119883
2024-04-23,3037,0,Foreign_Dealer_Self,0
2024-04-23,3037,155000,Investment_Trust,1090000
2024-04-23,3037,250000,Dealer_self,69000
2024-04-23,3037,137708,Dealer_Hedging,83772
2024-04-24,3037,14231631,Foreign_Investor,5787174
2024-04-24,3037,0,Foreign_Dealer_Self,0
2024-04-24,3037,0,Investment_Trust,0
2024-04-24,3037,141000,Dealer_self,246000
2024-04-24,3037,178793,Dealer_Hedging,237000
2024-04-25,3037,0,Foreign_Dealer_Self,0
2024-04-25,3037,553000,Dealer_self,562000
2024-04-25,3037,175325,Dealer_Hedging,207454
2024-04-25,3037,23391805,Foreign_Investor,17012569
2024-04-25,3037,249000,Investment_Trust,303464
2024-04-26,3037,7155659,Foreign_Investor,8715180
2024-04-26,3037,0,Foreign_Dealer_Self,0
2024-04-26,3037,2000,Investment_Trust,668000
2024-04-26,3037,353000,Dealer_self,31000
2024-04-26,3037,203400,Dealer_Hedging,122502
2024-04-29,3037,3837559,Foreign_Investor,3596600
2024-04-29,3037,0,Foreign_Dealer_Self,0
2024-04-29,3037,11000,Investment_Trust,322000
2024-04-29,3037,122000,Dealer_self,2000
2024-04-29,3037,163683,Dealer_Hedging,21647
2024-04-30,3037,4244847,Foreign_Investor,4740067
2024-04-30,3037,0,Foreign_Dealer_Self,0
2024-04-30,3037,3000,Investment_Trust,318464
2024-04-30,3037,91000,Dealer_self,134000
2024-04-30,3037,103109,Dealer_Hedging,73044
2024-05-02,3037,0,Foreign_Dealer_Self,0
2024-05-02,3037,0,Investment_Trust,1229
2024-05-02,3037,51000,Dealer_self,83177
2024-05-02,3037,108009,Dealer_Hedging,140647
2024-05-02,3037,5890628,Foreign_Investor,8251593
2024-05-03,3037,3507888,Foreign_Investor,5583018
2024-05-03,3037,0,Foreign_Dealer_Self,0
2024-05-03,3037,181966,Investment_Trust,670000
2024-05-03,3037,104000,Dealer_self,9000
2024-05-03,3037,120087,Dealer_Hedging,58410
2024-05-06,3037,7803915,Foreign_Investor,5133062
2024-05-06,3037,0,Foreign_Dealer_Self,0
2024-05-06,3037,1928919,Investment_Trust,21000
2024-05-06,3037,145000,Dealer_self,132000
2024-05-06,3037,361001,Dealer_Hedging,72900
2024-05-07,3037,0,Foreign_Dealer_Self,0
2024-05-07,3037,40730,Investment_Trust,0
2024-05-07,3037,85000,Dealer_self,207000
2024-05-07,3037,17172,Dealer_Hedging,227908
2024-05-07,3037,3617985,Foreign_Investor,4544323
2024-05-08,3037,0,Foreign_Dealer_Self,0
2024-05-08,3037,245000,Dealer_self,237000
2024-05-08,3037,440328,Dealer_Hedging,84519
2024-05-08,3037,6672698,Foreign_Investor,6523614
2024-05-08,3037,4462730,Investment_Trust,15000
2024-05-09,3037,7051758,Foreign_Investor,6982937
2024-05-09,3037,0,Foreign_Dealer_Self,0
2024-05-09,3037,187000,Dealer_self,386000
2024-05-09,3037,143767,Dealer_Hedging,348000
2024-05-09,3037,2610000,Investment_Trust,38614
2024-05-10,3037,1949665,Foreign_Investor,4602120
2024-05-10,3037,0,Foreign_Dealer_Self,0
2024-05-10,3037,151000,Dealer_self,152000
2024-05-10,3037,72207,Dealer_Hedging,226196
2024-05-10,3037,642460,Investment_Trust,0
2024-05-13,3037,0,Foreign_Dealer_Self,0
2024-05-13,3037,80000,Dealer_self,67000
2024-05-13,3037,19354,Dealer_Hedging,165653
2024-05-13,3037,4605676,Foreign_Investor,5937568
2024-05-13,3037,565000,Investment_Trust,43000
2024-05-14,3037,3309521,Foreign_Investor,4706374
2024-05-14,3037,0,Foreign_Dealer_Self,0
2024-05-14,3037,16459,Investment_Trust,253000
2024-05-14,3037,291000,Dealer_self,25000
2024-05-14,3037,84000,Dealer_Hedging,48219
2024-05-15,3037,0,Foreign_Dealer_Self,0
2024-05-15,3037,163000,Dealer_self,116000
2024-05-15,3037,72796,Dealer_Hedging,66847
2024-05-15,3037,4059881,Foreign_Investor,4725723
2024-05-15,3037,6916,Investment_Trust,1502000
2024-05-16,3037,4342165,Foreign_Investor,6937500
2024-05-16,3037,0,Foreign_Dealer_Self,0
2024-05-16,3037,3000,Investment_Trust,338080
2024-05-16,3037,138000,Dealer_self,42000
2024-05-16,3037,155857,Dealer_Hedging,40777
2024-05-17,3037,2764776,Foreign_Investor,3232094
2024-05-17,3037,0,Foreign_Dealer_Self,0
2024-05-17,3037,7000,Investment_Trust,254682
2024-05-17,3037,38481,Dealer_self,4081
2024-05-17,3037,145407,Dealer_Hedging,34089
2024-05-20,3037,5275224,Foreign_Investor,8388835
2024-05-20,3037,0,Foreign_Dealer_Self,0
2024-05-20,3037,100000,Dealer_self,37000
2024-05-20,3037,68289,Dealer_Hedging,43757
2024-05-20,3037,13000,Investment_Trust,83363
2024-05-21,3037,4084398,Foreign_Investor,3820380
2024-05-21,3037,0,Foreign_Dealer_Self,0
2024-05-21,3037,51000,Dealer_self,16000
2024-05-21,3037,69993,Dealer_Hedging,37755
2024-05-21,3037,7000,Investment_Trust,47614
2024-05-22,3037,2215663,Foreign_Investor,3426886
2024-05-22,3037,0,Foreign_Dealer_Self,0
2024-05-22,3037,100000,Dealer_self,62000
2024-05-22,3037,187730,Dealer_Hedging,74993
2024-05-22,3037,6000,Investment_Trust,377000
2024-05-23,3037,13479009,Foreign_Investor,4557449
2024-05-23,3037,0,Foreign_Dealer_Self,0
2024-05-23,3037,166000,Investment_Trust,60502
2024-05-23,3037,313173,Dealer_self,62000
2024-05-23,3037,518414,Dealer_Hedging,218300
2024-05-24,3037,3657361,Foreign_Investor,4310552
2024-05-24,3037,0,Foreign_Dealer_Self,0
2024-05-24,3037,50000,Investment_Trust,67000
2024-05-24,3037,43000,Dealer_self,101000
2024-05-24,3037,25000,Dealer_Hedging,202288
2024-05-27,3037,0,Foreign_Dealer_Self,0
2024-05-27,3037,19000,Investment_Trust,78681
2024-05-27,3037,187000,Dealer_self,71000
2024-05-27,3037,402683,Dealer_Hedging,63042
2024-05-27,3037,8823138,Foreign_Investor,6468873
2024-05-28,3037,2910000,Foreign_Investor,2966000
2024-05-28,3037,0,Foreign_Dealer_Self,0
2024-05-28,3037,16000,Investment_Trust,223681
2024-05-28,3037,33000,Dealer_self,103000
2024-05-28,3037,422334,Dealer_Hedging,91430
2024-05-29,3037,13009204,Foreign_Investor,12034362
2024-05-29,3037,0,Foreign_Dealer_Self,0
2024-05-29,3037,371994,Dealer_self,100578
2024-05-29,3037,798294,Dealer_Hedging,542035
2024-05-29,3037,1402000,Investment_Trust,1229
2024-05-30,3037,3555800,Foreign_Investor,4813858
2024-05-30,3037,0,Foreign_Dealer_Self,0
2024-05-30,3037,43000,Dealer_self,215000
2024-05-30,3037,52057,Dealer_Hedging,445962
2024-05-30,3037,412000,Investment_Trust,66000
2024-05-31,3037,0,Foreign_Dealer_Self,0
2024-05-31,3037,21000,Investment_Trust,3998000
2024-05-31,3037,69000,Dealer_self,411591
2024-05-31,3037,93037,Dealer_Hedging,199980
2024-05-31,3037,8623631,Foreign_Investor,9163622
2024-06-03,3037,5506207,Foreign_Investor,3089906
2024-06-03,3037,0,Foreign_Dealer_Self,0
2024-06-03,3037,116858,Investment_Trust,1530000
2024-06-03,3037,290000,Dealer_self,30651
2024-06-03,3037,312429,Dealer_Hedging,80882
2024-06-04,3037,5216319,Foreign_Investor,7311916
2024-06-04,3037,0,Foreign_Dealer_Self,0
2024-06-04,3037,262644,Investment_Trust,38000
2024-06-04,3037,31000,Dealer_self,74824
2024-06-04,3037,105000,Dealer_Hedging,136354
2024-06-05,3037,1739072,Foreign_Investor,3764375
2024-06-05,3037,0,Foreign_Dealer_Self,0
2024-06-05,3037,34863,Investment_Trust,0
2024-06-05,3037,64000,Dealer_self,178000
2024-06-05,3037,93000,Dealer_Hedging,142938
2024-06-06,3037,4273835,Foreign_Investor,3729206
2024-06-06,3037,0,Foreign_Dealer_Self,0
2024-06-06,3037,32726,Investment_Trust,31043
2024-06-06,3037,72000,Dealer_self,167000
2024-06-06,3037,291766,Dealer_Hedging,143593
2024-06-07,3037,1896473,Foreign_Investor,8315684
2024-06-07,3037,0,Foreign_Dealer_Self,0
2024-06-07,3037,3000,Investment_Trust,1000
2024-06-07,3037,41000,Dealer_self,125510
2024-06-07,3037,97000,Dealer_Hedging,369106
2024-06-11,3037,2215133,Foreign_Investor,4215029
2024-06-11,3037,0,Foreign_Dealer_Self,0
2024-06-11,3037,40716,Investment_Trust,97000
2024-06-11,3037,18000,Dealer_self,157000
2024-06-11,3037,110000,Dealer_Hedging,229392
2024-06-12,3037,0,Foreign_Dealer_Self,0
2024-06-12,3037,297000,Dealer_self,54000
2024-06-12,3037,210045,Dealer_Hedging,39605
2024-06-12,3037,5885605,Foreign_Investor,2842002
2024-06-12,3037,114000,Investment_Trust,2558000
2024-06-13,3037,0,Foreign_Dealer_Self,0
2024-06-13,3037,41000,Investment_Trust,548297
2024-06-13,3037,33000,Dealer_self,251000
2024-06-13,3037,41465,Dealer_Hedging,261474
2024-06-13,3037,4971944,Foreign_Investor,5706550
2024-06-14,3037,3849200,Foreign_Investor,6787282
2024-06-14,3037,0,Foreign_Dealer_Self,0
2024-06-14,3037,15000,Investment_Trust,1167000
2024-06-14,3037,168000,Dealer_self,205000
2024-06-14,3037,93999,Dealer_Hedging,119061
2024-06-17,3037,2553000,Foreign_Investor,2108098
2024-06-17,3037,0,Foreign_Dealer_Self,0
2024-06-17,3037,12000,Investment_Trust,446208
2024-06-17,3037,94000,Dealer_self,48000
2024-06-17,3037,75000,Dealer_Hedging,58406
2024-06-18,3037,9922130,Foreign_Investor,3359890
2024-06-18,3037,0,Foreign_Dealer_Self,0
2024-06-18,3037,464991,Investment_Trust,110000
2024-06-18,3037,118000,Dealer_self,87000
2024-06-18,3037,472524,Dealer_Hedging,134243
2024-06-19,3037,0,Foreign_Dealer_Self,0
2024-06-19,3037,24000,Investment_Trust,316974
2024-06-19,3037,97000,Dealer_self,110000
2024-06-19,3037,218006,Dealer_Hedging,447162
2024-06-19,3037,5635000,Foreign_Investor,4569514
2024-06-20,3037,0,Foreign_Dealer_Self,0
2024-06-20,3037,63000,Investment_Trust,120000
2024-06-20,3037,166000,Dealer_self,31000
2024-06-20,3037,111062,Dealer_Hedging,103224
2024-06-20,3037,2902000,Foreign_Investor,2318787
2024-06-21,3037,0,Foreign_Dealer_Self,0
2024-06-21,3037,44000,Investment_Trust,702000
2024-06-21,3037,46000,Dealer_self,2000
2024-06-21,3037,61265,Dealer_Hedging,159148
2024-06-21,3037,6140097,Foreign_Investor,7594705
2024-06-24,3037,3881500,Foreign_Investor,3402471
2024-06-24,3037,0,Foreign_Dealer_Self,0
2024-06-24,3037,24000,Investment_Trust,733684
2024-06-24,3037,9000,Dealer_self,0
2024-06-24,3037,62118,Dealer_Hedging,63896
2024-06-25,3037,0,Foreign_Dealer_Self,0
2024-06-25,3037,34000,Investment_Trust,260000
2024-06-25,3037,46000,Dealer_self,35000
2024-06-25,3037,122431,Dealer_Hedging,149546
2024-06-25,3037,8776521,Foreign_Investor,21320574
2024-06-26,3037,6854757,Foreign_Investor,10388633
2024-06-26,3037,0,Foreign_Dealer_Self,0
2024-06-26,3037,52000,Investment_Trust,221000
2024-06-26,3037,56000,Dealer_self,9000
2024-06-26,3037,106000,Dealer_Hedging,94020
2024-06-27,3037,4599978,Foreign_Investor,9373010
2024-06-27,3037,0,Foreign_Dealer_Self,0
2024-06-27,3037,9000,Investment_Trust,288000
2024-06-27,3037,11000,Dealer_self,12000
2024-06-27,3037,122000,Dealer_Hedging,146816
2024-06-28,3037,0,Foreign_Dealer_Self,0
2024-06-28,3037,16000,Investment_Trust,295000
2024-06-28,3037,35000,Dealer_self,24000
2024-06-28,3037,109000,Dealer_Hedging,80558
2024-06-28,3037,11348526,Foreign_Investor,12976626
2024-07-01,3037,2644049,Foreign_Investor,3366924
2024-07-01,3037,0,Foreign_Dealer_Self,0
2024-07-01,3037,15000,Investment_Trust,366000
2024-07-01,3037,13000,Dealer_self,22000
2024-07-01,3037,73000,Dealer_Hedging,87242
2024-07-02,3037,0,Foreign_Dealer_Self,0
2024-07-02,3037,4000,Investment_Trust,435000
2024-07-02,3037,10000,Dealer_self,2000
2024-07-02,3037,86883,Dealer_Hedging,82538
2024-07-02,3037,5150316,Foreign_Investor,6090169
2024-07-03,3037,0,Foreign_Dealer_Self,0
2024-07-03,3037,91000,Investment_Trust,402195
2024-07-03,3037,118000,Dealer_self,4000
2024-07-03,3037,271772,Dealer_Hedging,63490
2024-07-03,3037,3750645,Foreign_Investor,3861866
2024-07-04,3037,0,Foreign_Dealer_Self,0
2024-07-04,3037,125000,Dealer_self,23000
2024-07-04,3037,122000,Dealer_Hedging,200766
2024-07-04,3037,8378563,Foreign_Investor,12426750
2024-07-04,3037,107500,Investment_Trust,607000
2024-07-05,3037,3365997,Foreign_Investor,7349178
2024-07-05,3037,0,Foreign_Dealer_Self,0
2024-07-05,3037,116000,Investment_Trust,4340000
2024-07-05,3037,78000,Dealer_self,164000
2024-07-05,3037,317000,Dealer_Hedging,158818
2024-07-08,3037,0,Foreign_Dealer_Self,0
2024-07-08,3037,26000,Investment_Trust,505000
2024-07-08,3037,18000,Dealer_self,61000
2024-07-08,3037,271824,Dealer_Hedging,21926
2024-07-08,3037,5629200,Foreign_Investor,3092924
2024-07-09,3037,0,Foreign_Dealer_Self,0
2024-07-09,3037,36000,Dealer_self,151000
2024-07-09,3037,127000,Dealer_Hedging,167250
2024-07-09,3037,6462180,Foreign_Investor,10018293
2024-07-09,3037,102000,Investment_Trust,620000
2024-07-10,3037,0,Foreign_Dealer_Self,0
2024-07-10,3037,97000,Investment_Trust,0
2024-07-10,3037,92000,Dealer_self,23176
2024-07-10,3037,378427,Dealer_Hedging,108413
2024-07-10,3037,11193941,Foreign_Investor,13307735
2024-07-11,3037,0,Foreign_Dealer_Self,0
2024-07-11,3037,1337000,Dealer_self,135000
2024-07-11,3037,1404972,Dealer_Hedging,239300
2024-07-11,3037,32959450,Foreign_Investor,15676920
2024-07-11,3037,1614000,Investment_Trust,4324000
2024-07-12,3037,25854007,Foreign_Investor,20942280
2024-07-12,3037,0,Foreign_Dealer_Self,0
2024-07-12,3037,3013109,Investment_Trust,1102000
2024-07-12,3037,941000,Dealer_self,1198000
2024-07-12,3037,1147648,Dealer_Hedging,649092
2024-07-15,3037,0,Foreign_Dealer_Self,0
2024-07-15,3037,1012703,Investment_Trust,9000
2024-07-15,3037,279426,Dealer_self,668250
2024-07-15,3037,329094,Dealer_Hedging,370342
2024-07-15,3037,8816416,Foreign_Investor,7858068
2024-07-16,3037,15637219,Foreign_Investor,7240317
2024-07-16,3037,0,Foreign_Dealer_Self,0
2024-07-16,3037,3283000,Investment_Trust,52000
2024-07-16,3037,192000,Dealer_self,322000
2024-07-16,3037,744761,Dealer_Hedging,437022
2024-07-17,3037,24441688,Foreign_Investor,19265648
2024-07-17,3037,0,Foreign_Dealer_Self,0
2024-07-17,3037,6749407,Investment_Trust,1100
2024-07-17,3037,1262148,Dealer_self,366450
2024-07-17,3037,1972327,Dealer_Hedging,1510837
2024-07-18,3037,17608039,Foreign_Investor,20937268
2024-07-18,3037,0,Foreign_Dealer_Self,0
2024-07-18,3037,1280536,Investment_Trust,45000
2024-07-18,3037,1070495,Dealer_self,710330
2024-07-18,3037,550104,Dealer_Hedging,1357134
2024-07-19,3037,19081575,Foreign_Investor,19976608
2024-07-19,3037,0,Foreign_Dealer_Self,0
2024-07-19,3037,922000,Investment_Trust,1000
2024-07-19,3037,849000,Dealer_self,886993
2024-07-19,3037,326760,Dealer_Hedging,860557
2024-07-22,3037,9009308,Foreign_Investor,18118128
2024-07-22,3037,0,Foreign_Dealer_Self,0
2024-07-22,3037,563000,Investment_Trust,60000
2024-07-22,3037,816000,Dealer_self,255295
2024-07-22,3037,509413,Dealer_Hedging,396487
2024-07-23,3037,0,Foreign_Dealer_Self,0
2024-07-23,3037,2531711,Investment_Trust,1000
2024-07-23,3037,606000,Dealer_self,264481
2024-07-23,3037,643826,Dealer_Hedging,320112
2024-07-23,3037,15887023,Foreign_Investor,18001654
2024-07-26,3037,9994287,Foreign_Investor,13536507
2024-07-26,3037,0,Foreign_Dealer_Self,0
2024-07-26,3037,203000,Investment_Trust,1000
2024-07-26,3037,306000,Dealer_self,742397
2024-07-26,3037,372024,Dealer_Hedging,566662
2024-07-29,3037,0,Foreign_Dealer_Self,0
2024-07-29,3037,84000,Investment_Trust,91000
2024-07-29,3037,484000,Dealer_self,1178000
2024-07-29,3037,191000,Dealer_Hedging,1036034
2024-07-29,3037,7875144,Foreign_Investor,9521816
2024-07-30,3037,7618700,Foreign_Investor,11397500
2024-07-30,3037,0,Foreign_Dealer_Self,0
2024-07-30,3037,616000,Investment_Trust,0
2024-07-30,3037,307000,Dealer_self,747114
2024-07-30,3037,365557,Dealer_Hedging,522293
2024-07-31,3037,0,Foreign_Dealer_Self,0
2024-07-31,3037,511711,Investment_Trust,119000
2024-07-31,3037,428000,Dealer_self,295004
2024-07-31,3037,385928,Dealer_Hedging,296093
2024-07-31,3037,13932176,Foreign_Investor,23012682
2024-08-01,3037,15729737,Foreign_Investor,16665816
2024-08-01,3037,0,Foreign_Dealer_Self,0
2024-08-01,3037,641000,Dealer_self,702000
2024-08-01,3037,555543,Dealer_Hedging,271659
2024-08-01,3037,990132,Investment_Trust,18000
2024-08-02,3037,9582349,Foreign_Investor,31680732
2024-08-02,3037,0,Foreign_Dealer_Self,0
2024-08-02,3037,135423,Investment_Trust,1365000
2024-08-02,3037,605000,Dealer_self,1725993
2024-08-02,3037,769000,Dealer_Hedging,1760318
2024-08-05,3037,6167666,Foreign_Investor,12217685
2024-08-05,3037,0,Foreign_Dealer_Self,0
2024-08-05,3037,143847,Investment_Trust,2972000
2024-08-05,3037,33000,Dealer_self,678994
2024-08-05,3037,270000,Dealer_Hedging,721424
2024-08-06,3037,20980488,Foreign_Investor,32171395
2024-08-06,3037,0,Foreign_Dealer_Self,0
2024-08-06,3037,562135,Investment_Trust,3773000
2024-08-06,3037,1023995,Dealer_self,887916
2024-08-06,3037,405970,Dealer_Hedging,634023
2024-08-07,3037,14744629,Foreign_Investor,22350619
2024-08-07,3037,0,Foreign_Dealer_Self,0
2024-08-07,3037,62000,Investment_Trust,1915000
2024-08-07,3037,458995,Dealer_self,608000
2024-08-07,3037,258796,Dealer_Hedging,247036
2024-08-08,3037,7591529,Foreign_Investor,12932651
2024-08-08,3037,0,Foreign_Dealer_Self,0
2024-08-08,3037,2505000,Investment_Trust,1103000
2024-08-08,3037,77000,Dealer_self,308999
2024-08-08,3037,121000,Dealer_Hedging,204868
2024-08-09,3037,0,Foreign_Dealer_Self,0
2024-08-09,3037,330000,Investment_Trust,1000
2024-08-09,3037,462000,Dealer_self,315000
2024-08-09,3037,222029,Dealer_Hedging,152521
2024-08-09,3037,19322930,Foreign_Investor,30190083
2024-08-12,3037,11209283,Foreign_Investor,10173092
2024-08-12,3037,0,Foreign_Dealer_Self,0
2024-08-12,3037,1918000,Investment_Trust,260000
2024-08-12,3037,252819,Dealer_self,271231
2024-08-12,3037,185982,Dealer_Hedging,119160
2024-08-13,3037,5155967,Foreign_Investor,8973331
2024-08-13,3037,0,Foreign_Dealer_Self,0
2024-08-13,3037,24421,Investment_Trust,1002000
2024-08-13,3037,164000,Dealer_self,180955
2024-08-13,3037,78971,Dealer_Hedging,103157
2024-08-14,3037,0,Foreign_Dealer_Self,0
2024-08-14,3037,104000,Investment_Trust,195000
2024-08-14,3037,348000,Dealer_self,322759
2024-08-14,3037,59977,Dealer_Hedging,61832
2024-08-14,3037,9079531,Foreign_Investor,9448759
2024-08-15,3037,0,Foreign_Dealer_Self,0
2024-08-15,3037,19000,Investment_Trust,1117000
2024-08-15,3037,423000,Dealer_self,251765
2024-08-15,3037,28168,Dealer_Hedging,82841
2024-08-15,3037,3096848,Foreign_Investor,4543829
2024-08-16,3037,7010532,Foreign_Investor,5931449
2024-08-16,3037,0,Foreign_Dealer_Self,0
2024-08-16,3037,66217,Investment_Trust,120000
2024-08-16,3037,417000,Dealer_self,181995
2024-08-16,3037,124237,Dealer_Hedging,65896
2024-08-19,3037,5666609,Foreign_Investor,6194181
2024-08-19,3037,0,Foreign_Dealer_Self,0
2024-08-19,3037,3000,Investment_Trust,1723161
2024-08-19,3037,4000,Dealer_self,327768
2024-08-19,3037,95000,Dealer_Hedging,151931
2024-08-20,3037,3969023,Foreign_Investor,4281763
2024-08-20,3037,0,Foreign_Dealer_Self,0
2024-08-20,3037,23000,Investment_Trust,193000
2024-08-20,3037,47000,Dealer_self,97742
2024-08-20,3037,17000,Dealer_Hedging,19295
